scheme,run,round,crypto_cost_round,train_cost_round,crypto_fraction
RSA-2048,5,17,0.2381177569914139,100.16630294600327,0.0023715863835895
RSA-2048,5,18,0.28512325901101526,97.02995422299864,0.0029298980835084382
RSA-2048,5,19,0.3881466140155677,98.06110388400703,0.0039426060843740385
RSA-2048,5,20,0.25716715800081097,99.27588534500683,0.0025837362718584365
RSA-2048,5,21,0.2660065230011237,98.30248232500162,0.002698697384022173
RSA-2048,5,22,0.27750068901514124,100.26029068799107,0.0027601629716983004
RSA-2048,5,23,0.21591213498322712,100.55884775899176,0.0021425219490514096
RSA-2048,5,24,0.32290287096839115,98.47738963200389,0.003268238006063363
RSA-2048,5,25,0.24389149601483906,99.08547166800417,0.002455381653983926
RSA-2048,5,26,0.4294036069986755,97.46771346600144,0.0043862742830156785
RSA-2048,5,27,0.2741490500047799,99.72932183099329,0.002741395349477532
RSA-2048,5,28,0.24218087900953797,97.5560370489984,0.0024763322291599856
RSA-2048,5,29,0.2859533379742056,100.21960340900114,0.002845149534309815
RSA-2048,5,30,0.24405879201367442,99.30757405199984,0.0024515799996579443
SPHINCS+-SHA2-128s-simple,1,1,1.168015832008677,101.50911351499235,0.011375618304065804
SPHINCS+-SHA2-128s-simple,1,2,1.126773718009644,97.79773144798673,0.011390238607905145
SPHINCS+-SHA2-128s-simple,1,3,1.0068165669945295,100.75789535399963,0.009893572614603179
SPHINCS+-SHA2-128s-simple,1,4,1.0637837309914169,98.17370863700489,0.010719574886542406
SPHINCS+-SHA2-128s-simple,1,5,0.9754841600006322,98.15667252500134,0.009840239460342704
SPHINCS+-SHA2-128s-simple,1,6,1.0694919650122747,98.65222375599114,0.010724764985035431
SPHINCS+-SHA2-128s-simple,1,7,1.0098199109997943,98.01399850601592,0.010197747644381609
SPHINCS+-SHA2-128s-simple,1,8,1.0634864740204641,100.26165420201141,0.010495780878516247
SPHINCS+-SHA2-128s-simple,1,9,1.1650514210050453,99.07756342500943,0.01162231674417825
SPHINCS+-SHA2-128s-simple,1,10,1.2573456959944445,99.32597410900053,0.012500538841152911
SPHINCS+-SHA2-128s-simple,1,11,0.9708615730050942,97.7466190549967,0.009834748281954266
SPHINCS+-SHA2-128s-simple,1,12,0.908043490999261,97.00331051401008,0.009274138839432285
SPHINCS+-SHA2-128s-simple,1,13,1.0507376520108658,100.44105624799704,0.010352932110413549
SPHINCS+-SHA2-128s-simple,1,14,1.0912717700193746,98.29542515399226,0.010980058738180335
SPHINCS+-SHA2-128s-simple,1,15,1.0639402340020743,100.37926984200749,0.010488037919983833
